,Industry,Job Title,Responsibilities,Skills,base_location,job_level,salary,salary_mid,jd_id,jd_text,edu_req,exp_req,working_hours
0,Retail,Visual Merchandiser,Conduct A/B testing on store planograms to maximize conversion.,"Visual Merchandising, Space Planning, Data Analysis",Shanghai,Junior,9k-11k/月,10.0,JD_0000,"Visual Merchandiser | Retail | Shanghai | Level: Junior | Salary: 9k-11k/月. Conduct A/B testing on store planograms to maximize conversion. Skills: Visual Merchandising, Space Planning, Data Analysis",Bachelor's,0-1年,45-50
1026,FinTech,Credit Scorer,Perform reject inference to correct sample bias in historical loan approval datasets.,"XGBoost, Credit Risk Modeling, Python",Shanghai,Lead,53k-65k/月,59.0,JD_1026,"Credit Scorer | FinTech | Shanghai | Level: Lead | Salary: 53k-65k/月. Perform reject inference to correct sample bias in historical loan approval datasets. Skills: XGBoost, Credit Risk Modeling, Python",Bachelor's,3-5年,50-60
1027,Energy,Smart Grid Engineer,Develop optimal power flow algorithms for microgrid control.,"Control Systems, MATLAB/Simulink, Python",Shenzhen,Mid-level,21k-26k/月,23.5,JD_1027,"Smart Grid Engineer | Energy | Shenzhen | Level: Mid-level | Salary: 21k-26k/月. Develop optimal power flow algorithms for microgrid control. Skills: Control Systems, MATLAB/Simulink, Python",Bachelor's,1-3年,40-45
1028,Real Estate,BIM Coordinator,Automate the extraction of quantity takeoffs from BIM models.,"3D Modeling, Construction Knowledge",Nanjing,Senior,23k-29k/月,26.0,JD_1028,"BIM Coordinator | Real Estate | Nanjing | Level: Senior | Salary: 23k-29k/月. Automate the extraction of quantity takeoffs from BIM models. Skills: 3D Modeling, Construction Knowledge",Bachelor's,3-5年,<40
1029,Retail,Store Planner,Analyze regional sales trends to inform macro-allocations.,"Excel, ERP Systems",Hangzhou,Senior,20k-24k/月,22.0,JD_1029,"Store Planner | Retail | Hangzhou | Level: Senior | Salary: 20k-24k/月. Analyze regional sales trends to inform macro-allocations. Skills: Excel, ERP Systems",Bachelor's,0-1年,45-50
1030,E-Commerce,Conversion Optimizer,Formulate hypotheses and execute rigorous A/B tests on CTA placements and page layouts.,"A/B Testing, UX Research, Optimizely, HTML/CSS",Wuhan,Intern,7k-8k/月,7.5,JD_1030,"Conversion Optimizer | E-Commerce | Wuhan | Level: Intern | Salary: 7k-8k/月. Formulate hypotheses and execute rigorous A/B tests on CTA placements and page layouts. Skills: A/B Testing, UX Research, Optimizely, HTML/CSS",Bachelor's,0-1年,45-50
1031,Manufacturing,SC Risk Manager,Map the N-tier supplier network to identify single points of failure.,"Risk Management, Supply Chain Mapping, Business Continuity",Guangzhou,Senior,20k-24k/月,22.0,JD_1031,"SC Risk Manager | Manufacturing | Guangzhou | Level: Senior | Salary: 20k-24k/月. Map the N-tier supplier network to identify single points of failure. Skills: Risk Management, Supply Chain Mapping, Business Continuity",Bachelor's,0年,50-60
1032,Media,AdTech Systems Arch,Design Server-Side Ad Insertion (SSAI) for live streaming.,"AdTech (OpenRTB), System Architecture, High Throughput",Chongqing,Mid-level,14k-17k/月,15.5,JD_1032,"AdTech Systems Arch | Media | Chongqing | Level: Mid-level | Salary: 14k-17k/月. Design Server-Side Ad Insertion (SSAI) for live streaming. Skills: AdTech (OpenRTB), System Architecture, High Throughput",Bachelor's,1-3年,40-45
1033,Retail,Buying Coordinator,Generate purchase orders and track shipments from vendors.,Data Entry,Hangzhou,Senior,18k-22k/月,20.0,JD_1033,Buying Coordinator | Retail | Hangzhou | Level: Senior | Salary: 18k-22k/月. Generate purchase orders and track shipments from vendors. Skills: Data Entry,Ph.D.,5-10年,40-45
1034,Real Estate,RE Portfolio Strategist,Evaluate climate change risk on property valuations.,Risk Modeling,Beijing,Junior,14k-17k/月,15.5,JD_1034,RE Portfolio Strategist | Real Estate | Beijing | Level: Junior | Salary: 14k-17k/月. Evaluate climate change risk on property valuations. Skills: Risk Modeling,Bachelor's,1-3年,45-50
1035,FinTech,Fraud Analyst,Tune rule-based fraud detection engines to balance false positive rates with fraud capture.,"Anomaly Detection, NetworkX, SQL",Chongqing,Lead,32k-39k/月,35.5,JD_1035,"Fraud Analyst | FinTech | Chongqing | Level: Lead | Salary: 32k-39k/月. Tune rule-based fraud detection engines to balance false positive rates with fraud capture. Skills: Anomaly Detection, NetworkX, SQL",Master's,10年以上,45-50
1036,Retail,POS Systems Dev,Integrate mobile wallet and contactless payment APIs.,"API Integration, Database Management",Zhengzhou,Director,20k-25k/月,22.5,JD_1036,"POS Systems Dev | Retail | Zhengzhou | Level: Director | Salary: 20k-25k/月. Integrate mobile wallet and contactless payment APIs. Skills: API Integration, Database Management",Master's,5-10年,50-60
1037,FinTech,Risk Manager,Perform counterparty credit risk (CCR) assessments for complex OTC derivative portfolios.,Stress Testing,Beijing,Intern,15k-18k/月,16.5,JD_1037,Risk Manager | FinTech | Beijing | Level: Intern | Salary: 15k-18k/月. Perform counterparty credit risk (CCR) assessments for complex OTC derivative portfolios. Skills: Stress Testing,Bachelor's,0-1年,40-45
1038,Education Technology,Online Tutor Coordinator,Optimize scheduling algorithms to match student demand with subject-expert tutors.,"Scheduling Algorithms, Data Analysis, Training",Wuhan,Senior,21k-25k/月,23.0,JD_1038,"Online Tutor Coordinator | Education Technology | Wuhan | Level: Senior | Salary: 21k-25k/月. Optimize scheduling algorithms to match student demand with subject-expert tutors. Skills: Scheduling Algorithms, Data Analysis, Training",High School,3-5年,45-50
1039,Retail,Omnichannel Strategist,Analyze cross-channel attribution to evaluate marketing spend.,"Strategy Development, Data Analysis",Suzhou,Lead,19k-23k/月,21.0,JD_1039,"Omnichannel Strategist | Retail | Suzhou | Level: Lead | Salary: 19k-23k/月. Analyze cross-channel attribution to evaluate marketing spend. Skills: Strategy Development, Data Analysis",Master's,5-10年,50-60
1040,Telecom,Fiber Planner,Calculate optical link budgets for FTTH network deployments.,"GIS (ArcGIS/QGIS), Optical Engineering, Project Management",Tianjin,Mid-level,15k-18k/月,16.5,JD_1040,"Fiber Planner | Telecom | Tianjin | Level: Mid-level | Salary: 15k-18k/月. Calculate optical link budgets for FTTH network deployments. Skills: GIS (ArcGIS/QGIS), Optical Engineering, Project Management",Master's,1-3年,45-50
1041,Healthcare,Bioinformatics Scientist,Integrate multi-omics datasets to uncover novel biomarkers for targeted oncology therapies.,"Genomics, Bioconductor, R",Suzhou,Lead,22k-26k/月,24.0,JD_1041,"Bioinformatics Scientist | Healthcare | Suzhou | Level: Lead | Salary: 22k-26k/月. Integrate multi-omics datasets to uncover novel biomarkers for targeted oncology therapies. Skills: Genomics, Bioconductor, R",Bachelor's,10年以上,45-50
1042,Logistics,Fleet Ops Manager,Schedule preventative maintenance for heavy-duty trucks to maximize uptime.,"Fleet Management, Vendor Management",Chengdu,Senior,18k-22k/月,20.0,JD_1042,"Fleet Ops Manager | Logistics | Chengdu | Level: Senior | Salary: 18k-22k/月. Schedule preventative maintenance for heavy-duty trucks to maximize uptime. Skills: Fleet Management, Vendor Management",Master's,3-5年,50-60
1043,Retail,Omnichannel Strategist,"Design BOPIS (Buy Online, Pick Up In Store) workflows.","Omnichannel Retail, Strategy Development, Data Analysis, Project Management",Chengdu,Director,29k-36k/月,32.5,JD_1043,"Omnichannel Strategist | Retail | Chengdu | Level: Director | Salary: 29k-36k/月. Design BOPIS (Buy Online, Pick Up In Store) workflows. Skills: Omnichannel Retail, Strategy Development, Data Analysis, Project Management",Ph.D.,5-10年,45-50
1044,Education Technology,Instructional Designer,Collaborate with SMEs to translate complex topics into engaging digital modules.,"Instructional Design, Pedagogy",Tianjin,VP,47k-57k/月,52.0,JD_1044,"Instructional Designer | Education Technology | Tianjin | Level: VP | Salary: 47k-57k/月. Collaborate with SMEs to translate complex topics into engaging digital modules. Skills: Instructional Design, Pedagogy",Master's,5-10年,50-60
1045,Manufacturing,Automation Architect,Program PLCs and HMI interfaces for continuous process manufacturing.,"PLC Programming, Automation, Industrial Networks",Guangzhou,Junior,9k-12k/月,10.5,JD_1045,"Automation Architect | Manufacturing | Guangzhou | Level: Junior | Salary: 9k-12k/月. Program PLCs and HMI interfaces for continuous process manufacturing. Skills: PLC Programming, Automation, Industrial Networks",Bachelor's,0-1年,40-45
1046,Logistics,Fleet Ops Manager,Schedule preventative maintenance for heavy-duty trucks to maximize uptime.,"Fleet Management, Telematics, Operations Research",Shenzhen,Senior,18k-22k/月,20.0,JD_1046,"Fleet Ops Manager | Logistics | Shenzhen | Level: Senior | Salary: 18k-22k/月. Schedule preventative maintenance for heavy-duty trucks to maximize uptime. Skills: Fleet Management, Telematics, Operations Research",Bachelor's,1-3年,50-60
1047,Energy,Energy Trader,Manage commodity price risk using derivatives and futures.,Energy Markets,Xi'an,Senior,26k-32k/月,29.0,JD_1047,Energy Trader | Energy | Xi'an | Level: Senior | Salary: 26k-32k/月. Manage commodity price risk using derivatives and futures. Skills: Energy Markets,Master's,10年以上,40-45
1048,Energy,HSE Compliance Lead,Conduct HAZOP (Hazard and Operability) studies for facilities.,"Risk Assessment (HAZOP), Environmental Comp",Tianjin,Junior,10k-12k/月,11.0,JD_1048,"HSE Compliance Lead | Energy | Tianjin | Level: Junior | Salary: 10k-12k/月. Conduct HAZOP (Hazard and Operability) studies for facilities. Skills: Risk Assessment (HAZOP), Environmental Comp",Bachelor's,0年,45-50
1049,Manufacturing,SC Risk Manager,Monitor global commodity pricing indices to recommend strategic hedging.,"Risk Management, Supply Chain Mapping, Financial Analysis, Data Analysis",Shanghai,Mid-level,15k-18k/月,16.5,JD_1049,"SC Risk Manager | Manufacturing | Shanghai | Level: Mid-level | Salary: 15k-18k/月. Monitor global commodity pricing indices to recommend strategic hedging. Skills: Risk Management, Supply Chain Mapping, Financial Analysis, Data Analysis",Bachelor's,5-10年,40-45
1050,Telecom,RF Optimization Eng,Perform capacity planning for cell sites during peak usage.,"RF Engineering, Atoll / Mentum Planet, Troubleshooting",Nanjing,VP,33k-41k/月,37.0,JD_1050,"RF Optimization Eng | Telecom | Nanjing | Level: VP | Salary: 33k-41k/月. Perform capacity planning for cell sites during peak usage. Skills: RF Engineering, Atoll / Mentum Planet, Troubleshooting",Master's,5-10年,50-60
1051,Telecom,RF Optimization Eng,Analyze drive test data to optimize antenna tilt and azimuth.,"RF Engineering, Data Analysis",Chengdu,Intern,6k-8k/月,7.0,JD_1051,"RF Optimization Eng | Telecom | Chengdu | Level: Intern | Salary: 6k-8k/月. Analyze drive test data to optimize antenna tilt and azimuth. Skills: RF Engineering, Data Analysis",Ph.D.,0年,<40
1052,E-Commerce,LTV Analyst,Identify early indicators of customer churn and trigger automated retention workflows.,"Customer Analytics, Python",Nanjing,Senior,20k-24k/月,22.0,JD_1052,"LTV Analyst | E-Commerce | Nanjing | Level: Senior | Salary: 20k-24k/月. Identify early indicators of customer churn and trigger automated retention workflows. Skills: Customer Analytics, Python",Master's,5-10年,40-45
1053,Manufacturing,IIoT Integrator,Deploy edge computing devices to aggregate telemetry from legacy equipment.,"MQTT/OPC-UA, IoT Architecture, Edge Computing, Python",Changsha,Manager,19k-24k/月,21.5,JD_1053,"IIoT Integrator | Manufacturing | Changsha | Level: Manager | Salary: 19k-24k/月. Deploy edge computing devices to aggregate telemetry from legacy equipment. Skills: MQTT/OPC-UA, IoT Architecture, Edge Computing, Python",Master's,5-10年,50-60
1054,Energy,HSE Compliance Lead,Conduct HAZOP (Hazard and Operability) studies for facilities.,"Health & Safety Regulations, Risk Assessment (HAZOP), Auditing, Environmental Comp, Data Analysis",Shanghai,Mid-level,25k-30k/月,27.5,JD_1054,"HSE Compliance Lead | Energy | Shanghai | Level: Mid-level | Salary: 25k-30k/月. Conduct HAZOP (Hazard and Operability) studies for facilities. Skills: Health & Safety Regulations, Risk Assessment (HAZOP), Auditing, Environmental Comp, Data Analysis",Bachelor's,0-1年,50-60
1055,Logistics,Fleet Ops Manager,Manage vendor relationships for fuel procurement and maintenance services.,"Fleet Management, Telematics, Operations Research, Vendor Management",Changsha,Senior,14k-17k/月,15.5,JD_1055,"Fleet Ops Manager | Logistics | Changsha | Level: Senior | Salary: 14k-17k/月. Manage vendor relationships for fuel procurement and maintenance services. Skills: Fleet Management, Telematics, Operations Research, Vendor Management",Bachelor's,3-5年,50-60
1056,FinTech,Actuarial Scientist,Apply Generalized Linear Models (GLMs) to price novel InsurTech products dynamically.,"Actuarial Modeling, GLM, SAS",Wuhan,VP,80k-98k/月,89.0,JD_1056,"Actuarial Scientist | FinTech | Wuhan | Level: VP | Salary: 80k-98k/月. Apply Generalized Linear Models (GLMs) to price novel InsurTech products dynamically. Skills: Actuarial Modeling, GLM, SAS",Ph.D.,5-10年,45-50
1057,Media,Social Strategist,Analyze the Earned Media Value (EMV) of influencer partnerships.,"Content Strategy, Data Analysis",Chongqing,Senior,17k-21k/月,19.0,JD_1057,"Social Strategist | Media | Chongqing | Level: Senior | Salary: 17k-21k/月. Analyze the Earned Media Value (EMV) of influencer partnerships. Skills: Content Strategy, Data Analysis",Master's,5-10年,40-45
1058,Media,Interactive Producer,Coordinate between creative directors and engineering teams.,"Project Management, AR/VR Tech, Agile/Scrum",Chengdu,Junior,7k-8k/月,7.5,JD_1058,"Interactive Producer | Media | Chengdu | Level: Junior | Salary: 7k-8k/月. Coordinate between creative directors and engineering teams. Skills: Project Management, AR/VR Tech, Agile/Scrum",High School,0年,40-45
1059,Media,Visual Effects TD,Develop custom Python tools for Maya and Houdini pipelines.,"Pipeline Development, Computer Graphics, C++",Hangzhou,Junior,10k-12k/月,11.0,JD_1059,"Visual Effects TD | Media | Hangzhou | Level: Junior | Salary: 10k-12k/月. Develop custom Python tools for Maya and Houdini pipelines. Skills: Pipeline Development, Computer Graphics, C++",Bachelor's,1-3年,40-45
1060,Logistics,Route Optimization Eng,Optimize long-haul freight network topologies to minimize empty miles.,"OR-Tools, Optimization Algorithms, Python, GIS, C++",Chongqing,Director,32k-39k/月,35.5,JD_1060,"Route Optimization Eng | Logistics | Chongqing | Level: Director | Salary: 32k-39k/月. Optimize long-haul freight network topologies to minimize empty miles. Skills: OR-Tools, Optimization Algorithms, Python, GIS, C++",Master's,5-10年,>60
1061,Energy,Renewable Analyst,Calculate LCOE for multi-decade financial feasibility studies.,"Energy Yield Modeling, Financial Modeling",Tianjin,Mid-level,21k-26k/月,23.5,JD_1061,"Renewable Analyst | Energy | Tianjin | Level: Mid-level | Salary: 21k-26k/月. Calculate LCOE for multi-decade financial feasibility studies. Skills: Energy Yield Modeling, Financial Modeling",Bachelor's,3-5年,40-45
1062,Telecom,Spectrum Manager,Conduct interference studies for regulatory compliance.,"Regulatory Compliance, Spectrum Analysis, RF Engineering",Guangzhou,Senior,21k-26k/月,23.5,JD_1062,"Spectrum Manager | Telecom | Guangzhou | Level: Senior | Salary: 21k-26k/月. Conduct interference studies for regulatory compliance. Skills: Regulatory Compliance, Spectrum Analysis, RF Engineering",Bachelor's,3-5年,<40
1063,E-Commerce,Customer Journey Mapper,Design service blueprints to align customer support processes with post-purchase experience.,"Journey Mapping, Qualitative Research, Data Visualization",Tianjin,Junior,9k-11k/月,10.0,JD_1063,"Customer Journey Mapper | E-Commerce | Tianjin | Level: Junior | Salary: 9k-11k/月. Design service blueprints to align customer support processes with post-purchase experience. Skills: Journey Mapping, Qualitative Research, Data Visualization",Bachelor's,1-3年,50-60
